SSN,duration,credit_amount,age,checking_status_'<0',firstname,checking_status_'no checking',credit_history_'critical/other existing credit',lastname,credit_history_'no credits/all paid',purpose_'new car',purpose_radio/tv,savings_status_'<100',property_magnitude_'no known property',property_magnitude_'real estate',other_payment_plans_none,housing_own,housing_rent,class_good
165,36,909,36,FALSE,dalal,TRUE,FALSE,dalal,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
166,7,2415,34,FALSE,elbaghl,FALSE,FALSE,elbaghl,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
167,24,2223,52,FALSE,3arnos,TRUE,TRUE,3arnos,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
168,6,2108,29,FALSE,malbos,TRUE,FALSE,malbos,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
169,15,2326,27,FALSE,elgahsh,FALSE,TRUE,elgahsh,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
170,15,1471,35,FALSE,elkhartyt,TRUE,TRUE,elkhartyt,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
171,24,1935,31,FALSE,elhomar,FALSE,TRUE,elhomar,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
172,15,5324,35,FALSE,elweza,TRUE,FALSE,elweza,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
173,6,709,27,FALSE,elomda,FALSE,FALSE,elomda,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
174,8,1414,33,FALSE,elhassan,FALSE,FALSE,elhassan,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
175,24,2835,53,FALSE,elghany,TRUE,FALSE,elghany,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
176,13,1797,28,TRUE,eltemsah,FALSE,TRUE,eltemsah,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
177,12,1037,39,FALSE,abo sena,FALSE,FALSE,abo sena,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
178,42,5954,41,FALSE,elkilany,FALSE,TRUE,elkilany,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
179,36,4454,34,FALSE,,TRUE,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
180,48,3051,54,TRUE,assem,FALSE,FALSE,assem,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
181,12,1291,35,FALSE,iihab ,TRUE,TRUE,iihab ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
182,48,3566,30,FALSE,ezzat ,FALSE,FALSE,ezzat ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
183,6,1221,27,FALSE,mohamed,TRUE,TRUE,mohamed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
184,4,1544,42,FALSE,aly,TRUE,TRUE,aly,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
185,12,625,26,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
186,12,2002,30,FALSE,lol,FALSE,FALSE,lol,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
187,24,3123,27,TRUE,basbosa,FALSE,FALSE,basbosa,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
188,15,2708,27,FALSE,panganiban,TRUE,FALSE,panganiban,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
189,12,3565,37,FALSE,elgzar,TRUE,TRUE,elgzar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
190,12,1480,66,FALSE,gammal,FALSE,TRUE,gammal,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
191,15,1360,31,FALSE,dalal,TRUE,TRUE,dalal,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
192,12,1158,26,FALSE,elbaghl,FALSE,FALSE,elbaghl,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
193,12,1103,29,FALSE,3arnos,FALSE,FALSE,3arnos,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
194,24,7721,30,TRUE,malbos,FALSE,FALSE,malbos,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
195,18,1217,47,TRUE,elgahsh,FALSE,FALSE,elgahsh,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
196,12,6468,52,FALSE,elkhartyt,FALSE,FALSE,elkhartyt,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
197,24,2039,22,FALSE,elhomar,FALSE,FALSE,elhomar,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
198,20,2629,29,FALSE,elweza,FALSE,FALSE,elweza,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
199,15,1271,39,FALSE,elomda,FALSE,TRUE,elomda,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
200,12,804,38,FALSE,elhassan,TRUE,FALSE,elhassan,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
201,10,2069,26,FALSE,elghany,TRUE,TRUE,elghany,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
202,48,7238,32,FALSE,eltemsah,TRUE,FALSE,eltemsah,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
203,18,3049,45,FALSE,abo sena,FALSE,FALSE,abo sena,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
204,15,2631,28,FALSE,elkilany,FALSE,FALSE,elkilany,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
205,30,3441,21,FALSE,assem,FALSE,FALSE,assem,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
206,24,2284,28,FALSE,iihab ,TRUE,FALSE,iihab ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
207,18,1049,21,TRUE,ezzat ,FALSE,TRUE,ezzat ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
208,24,4169,28,TRUE,mohamed,FALSE,FALSE,mohamed,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
209,27,5965,30,FALSE,aly,FALSE,FALSE,aly,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
210,15,6850,34,FALSE,lol,FALSE,FALSE,lol,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
211,6,1361,40,TRUE,lol,FALSE,TRUE,lol,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
212,18,1817,28,FALSE,basbosa,TRUE,TRUE,basbosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
213,24,1940,60,FALSE,panganiban,TRUE,TRUE,panganiban,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
214,10,1231,32,FALSE,elgzar,TRUE,TRUE,elgzar,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
215,6,1554,24,FALSE,gammal,TRUE,TRUE,gammal,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
216,18,629,32,FALSE,dalal,TRUE,TRUE,dalal,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
217,15,1478,33,FALSE,elbaghl,TRUE,FALSE,elbaghl,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
218,45,11816,29,TRUE,3arnos,FALSE,FALSE,3arnos,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
219,6,1203,43,TRUE,malbos,FALSE,FALSE,malbos,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
220,7,2576,35,FALSE,elgahsh,FALSE,FALSE,elgahsh,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
221,24,12579,44,FALSE,elkhartyt,FALSE,FALSE,elkhartyt,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
222,30,7596,63,FALSE,elhomar,TRUE,TRUE,elhomar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
223,15,960,30,FALSE,elweza,TRUE,FALSE,elweza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
224,48,3979,41,FALSE,elomda,FALSE,FALSE,elomda,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
225,24,2058,33,FALSE,elhassan,TRUE,TRUE,elhassan,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
226,18,3650,22,TRUE,elghany,FALSE,FALSE,elghany,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
227,24,1755,58,TRUE,eltemsah,FALSE,FALSE,eltemsah,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
228,15,1537,50,FALSE,abo sena,FALSE,TRUE,abo sena,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
229,12,1493,34,FALSE,elkilany,TRUE,FALSE,elkilany,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
230,48,12169,36,FALSE,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
231,47,10722,35,TRUE,assem,FALSE,FALSE,assem,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
232,18,1239,61,FALSE,iihab ,FALSE,FALSE,iihab ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
233,10,727,46,FALSE,ezzat ,TRUE,FALSE,ezzat ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
234,11,3905,36,TRUE,mohamed,FALSE,TRUE,mohamed,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
235,6,4611,32,FALSE,aly,TRUE,FALSE,aly,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
236,12,1567,22,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
237,21,1647,40,TRUE,lol,FALSE,FALSE,lol,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
238,36,3446,42,TRUE,basbosa,FALSE,FALSE,basbosa,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
239,24,9277,48,FALSE,panganiban,TRUE,FALSE,panganiban,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
240,48,12204,48,FALSE,elgzar,FALSE,FALSE,elgzar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
241,24,2978,32,FALSE,gammal,TRUE,FALSE,gammal,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
242,24,5433,26,FALSE,dalal,TRUE,FALSE,dalal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
243,15,1514,22,FALSE,elbaghl,FALSE,FALSE,elbaghl,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
244,36,8086,42,FALSE,3arnos,FALSE,FALSE,3arnos,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
245,24,1333,43,TRUE,malbos,FALSE,FALSE,malbos,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
246,9,1388,26,FALSE,elgahsh,TRUE,FALSE,elgahsh,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
247,9,1980,19,FALSE,elkhartyt,TRUE,FALSE,elkhartyt,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
248,12,2577,42,TRUE,elhomar,FALSE,FALSE,elhomar,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
249,24,6314,27,FALSE,elweza,TRUE,TRUE,elweza,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
250,6,2080,24,FALSE,elomda,TRUE,TRUE,elomda,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
251,18,2039,20,TRUE,elhassan,FALSE,FALSE,elhassan,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
252,15,874,24,FALSE,elghany,TRUE,FALSE,elghany,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
253,6,1957,31,TRUE,eltemsah,FALSE,TRUE,eltemsah,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
254,10,7308,70,FALSE,abo sena,FALSE,FALSE,abo sena,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
255,24,1925,26,FALSE,elkilany,FALSE,FALSE,elkilany,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
256,24,1355,25,FALSE,assem,FALSE,FALSE,assem,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
257,12,795,53,TRUE,iihab ,FALSE,FALSE,iihab ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
258,30,3017,47,FALSE,ezzat ,FALSE,TRUE,ezzat ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
259,48,7685,37,TRUE,mohamed,FALSE,FALSE,mohamed,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
260,12,2292,42,FALSE,aly,TRUE,TRUE,aly,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
261,36,1977,40,TRUE,lol,FALSE,FALSE,lol,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
262,36,7855,25,FALSE,lol,TRUE,TRUE,lol,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
263,18,2775,31,FALSE,basbosa,TRUE,TRUE,basbosa,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
264,21,2353,47,FALSE,panganiban,FALSE,FALSE,panganiban,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
265,18,1820,30,FALSE,elgzar,TRUE,FALSE,elgzar,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
266,12,2445,26,FALSE,gammal,TRUE,FALSE,gammal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
267,12,1680,35,TRUE,dalal,FALSE,FALSE,dalal,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
268,18,8471,23,TRUE,elbaghl,FALSE,FALSE,elbaghl,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
269,26,7966,30,FALSE,3arnos,FALSE,FALSE,3arnos,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
270,12,3386,35,TRUE,malbos,FALSE,FALSE,malbos,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
271,12,939,28,FALSE,elgahsh,FALSE,TRUE,elgahsh,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
272,12,797,33,FALSE,elkhartyt,TRUE,TRUE,elkhartyt,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
273,24,1747,24,TRUE,elhomar,FALSE,FALSE,elhomar,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
274,12,1108,28,TRUE,elweza,FALSE,FALSE,elweza,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
275,13,2101,23,FALSE,elomda,FALSE,FALSE,elomda,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
276,24,6579,29,TRUE,elhassan,FALSE,FALSE,elhassan,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
277,48,12749,37,FALSE,elghany,TRUE,FALSE,elghany,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
278,12,522,42,FALSE,eltemsah,TRUE,TRUE,eltemsah,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
279,24,2828,22,TRUE,abo sena,FALSE,FALSE,abo sena,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
280,24,2718,20,FALSE,elkilany,FALSE,FALSE,elkilany,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
281,10,1240,48,FALSE,,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
282,12,1318,54,FALSE,assem,FALSE,FALSE,assem,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
283,48,4308,24,TRUE,iihab ,FALSE,FALSE,iihab ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
284,12,2578,55,TRUE,ezzat ,FALSE,FALSE,ezzat ,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
285,24,1311,26,FALSE,mohamed,TRUE,FALSE,mohamed,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
286,30,6187,24,TRUE,aly,FALSE,TRUE,aly,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
287,18,6204,44,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
288,6,1068,28,FALSE,lol,FALSE,FALSE,lol,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
289,11,1577,20,FALSE,basbosa,FALSE,FALSE,basbosa,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
290,24,1585,40,FALSE,panganiban,TRUE,TRUE,panganiban,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
291,18,1940,36,TRUE,elgzar,FALSE,FALSE,elgzar,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
292,24,4241,36,FALSE,gammal,FALSE,FALSE,gammal,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
293,6,1299,74,FALSE,dalal,FALSE,TRUE,dalal,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
294,24,1469,41,FALSE,elbaghl,TRUE,FALSE,elbaghl,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
295,28,2743,29,FALSE,3arnos,TRUE,TRUE,3arnos,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
296,12,1963,31,FALSE,malbos,TRUE,FALSE,malbos,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
297,48,5096,30,FALSE,elgahsh,FALSE,TRUE,elgahsh,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
298,12,2579,33,TRUE,elkhartyt,FALSE,FALSE,elkhartyt,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
299,36,7678,40,FALSE,elhomar,TRUE,FALSE,elhomar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
300,30,2181,36,FALSE,elweza,FALSE,TRUE,elweza,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
301,6,1538,56,FALSE,elomda,TRUE,FALSE,elomda,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
302,6,338,52,TRUE,elhassan,FALSE,TRUE,elhassan,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
303,39,11760,32,FALSE,elghany,FALSE,FALSE,elghany,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
304,24,4736,25,FALSE,eltemsah,FALSE,TRUE,eltemsah,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
305,24,2892,51,FALSE,abo sena,FALSE,FALSE,abo sena,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
306,6,1740,30,FALSE,elkilany,TRUE,TRUE,elkilany,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
307,36,9857,31,FALSE,assem,FALSE,FALSE,assem,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
308,12,1330,26,FALSE,iihab ,FALSE,FALSE,iihab ,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
309,30,3656,49,FALSE,ezzat ,FALSE,TRUE,ezzat ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
310,18,976,23,TRUE,mohamed,FALSE,FALSE,mohamed,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
311,12,2149,29,TRUE,aly,FALSE,FALSE,aly,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
312,48,7763,42,TRUE,lol,FALSE,FALSE,lol,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
313,6,3384,44,TRUE,lol,FALSE,TRUE,lol,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
314,24,1282,32,TRUE,basbosa,FALSE,FALSE,basbosa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
315,18,1028,36,FALSE,panganiban,TRUE,TRUE,panganiban,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
316,24,1393,31,FALSE,elgzar,TRUE,FALSE,elgzar,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
317,12,707,30,FALSE,gammal,TRUE,FALSE,gammal,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
318,21,571,65,TRUE,dalal,FALSE,TRUE,dalal,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
319,36,8229,26,TRUE,elbaghl,FALSE,FALSE,elbaghl,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
320,10,2241,48,TRUE,3arnos,FALSE,TRUE,3arnos,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
321,12,2331,49,FALSE,malbos,TRUE,TRUE,malbos,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
322,30,3496,34,FALSE,elgahsh,FALSE,FALSE,elgahsh,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
323,18,2169,28,FALSE,elkhartyt,TRUE,FALSE,elkhartyt,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
324,24,5743,24,FALSE,elhomar,FALSE,TRUE,elhomar,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
325,24,11328,29,FALSE,elweza,FALSE,FALSE,elweza,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
326,6,1750,45,FALSE,elomda,TRUE,FALSE,elomda,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
327,24,5084,42,FALSE,elhassan,FALSE,FALSE,elhassan,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
328,12,902,21,TRUE,elghany,FALSE,FALSE,elghany,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
329,24,3660,28,TRUE,eltemsah,FALSE,FALSE,eltemsah,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
330,24,3617,20,FALSE,abo sena,FALSE,TRUE,abo sena,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
